sim_type,regrowth,klepts,foragers,variable,value,value_cut
facultative,0.03,0.005,0.003,pc_intake_klepts,0.0450052025525583,"(0.04,0.05]"
facultative,0.03,0.028,0.043,pc_intake_klepts,0.151444630248978,"(0.15,0.16]"
facultative,0.03,0.026,0.019,pc_intake_klepts,0.111840291672224,"(0.11,0.12]"
facultative,0.03,0.036,0.037,pc_intake_klepts,0.108851557127419,"(0.1,0.11]"
facultative,0.03,0.028,0.025,pc_intake_klepts,0.115804023826798,"(0.11,0.12]"
facultative,0.03,0.019,0.051,pc_intake_klepts,0.163934426229508,"(0.16,0.17]"
facultative,0.03,0.006,0.038,pc_intake_klepts,0.111327561327561,"(0.11,0.12]"
facultative,0.03,0.002,0.028,pc_intake_klepts,0.19047619047619,"(0.19,0.2]"
facultative,0.03,0.001,0.034,pc_intake_klepts,0.25,"(0.24,0.25]"
facultative,0.03,0.037,0.033,pc_intake_klepts,0.132231404958678,"(0.13,0.14]"
facultative,0.03,0.009,0.005,pc_intake_klepts,0.067424900654354,"(0.06,0.07]"
facultative,0.03,0.039,0.028,pc_intake_klepts,0.110236220472441,"(0.11,0.12]"
facultative,0.03,0.026,0.029,pc_intake_klepts,0.126009979592808,"(0.12,0.13]"
facultative,0.03,0.021,0.013,pc_intake_klepts,0.0969896232724768,"(0.09,0.1]"
facultative,0.03,0.013,0.044,pc_intake_klepts,0.159090909090909,"(0.15,0.16]"
facultative,0.03,0.034,0.027,pc_intake_klepts,0.127502147685634,"(0.12,0.13]"
facultative,0.03,0.029,0.037,pc_intake_klepts,0.14263998763782,"(0.14,0.15]"
facultative,0.03,0.034,0.029,pc_intake_klepts,0.109612176814012,"(0.1,0.11]"
facultative,0.03,0.027,0.039,pc_intake_klepts,0.138333157221185,"(0.13,0.14]"
facultative,0.03,0.028,0.049,pc_intake_klepts,0.159420289855072,"(0.15,0.16]"
facultative,0.03,0.036,0.036,pc_intake_klepts,0.123904149620105,"(0.12,0.13]"
facultative,0.03,0.027,0.033,pc_intake_klepts,0.13266819471133,"(0.13,0.14]"
facultative,0.03,0,0,pc_intake_klepts,0,
facultative,0.03,0.021,0.038,pc_intake_klepts,0.151170381195957,"(0.15,0.16]"
facultative,0.03,0.018,0.039,pc_intake_klepts,0.152670898543195,"(0.15,0.16]"
facultative,0.03,0.018,0.037,pc_intake_klepts,0.159626995512443,"(0.15,0.16]"
facultative,0.03,0.025,0.041,pc_intake_klepts,0.133270888431776,"(0.13,0.14]"
facultative,0.03,0.003,0.002,pc_intake_klepts,0.0408953168044077,"(0.04,0.05]"
facultative,0.03,0.019,0.04,pc_intake_klepts,0.148357717844762,"(0.14,0.15]"
facultative,0.03,0.033,0.03,pc_intake_klepts,0.121967756060803,"(0.12,0.13]"
facultative,0.03,0.032,0.035,pc_intake_klepts,0.126227224770914,"(0.12,0.13]"
facultative,0.03,0.032,0.022,pc_intake_klepts,0.108173076923077,"(0.1,0.11]"
facultative,0.03,0.015,0.039,pc_intake_klepts,0.156814684207016,"(0.15,0.16]"
facultative,0.03,0.016,0.042,pc_intake_klepts,0.165729317851959,"(0.16,0.17]"
facultative,0.03,0.005,0.035,pc_intake_klepts,0.158789129686962,"(0.15,0.16]"
facultative,0.03,0,0.029,pc_intake_klepts,0.185185185185185,"(0.18,0.19]"
facultative,0.03,0.006,0.037,pc_intake_klepts,0.232142857142857,"(0.23,0.24]"
facultative,0.03,0.014,0.05,pc_intake_klepts,0.173913043478261,"(0.17,0.18]"
facultative,0.03,0.001,0.029,pc_intake_klepts,0.282291666666667,"(0.28,0.29]"
facultative,0.03,0.014,0.046,pc_intake_klepts,0.155555555555556,"(0.15,0.16]"
facultative,0.03,0.011,0.038,pc_intake_klepts,0.163517025797728,"(0.16,0.17]"
facultative,0.03,0.034,0.035,pc_intake_klepts,0.125238875238875,"(0.12,0.13]"
facultative,0.03,0.028,0.024,pc_intake_klepts,0.11642600555644,"(0.11,0.12]"
facultative,0.03,0.006,0.002,pc_intake_klepts,0.0379719560275116,"(0.03,0.04]"
facultative,0.03,0.034,0.034,pc_intake_klepts,0.122983492249547,"(0.12,0.13]"
facultative,0.03,0.025,0.044,pc_intake_klepts,0.168492798353909,"(0.16,0.17]"
facultative,0.03,0.028,0.02,pc_intake_klepts,0.109123782053389,"(0.1,0.11]"
facultative,0.03,0.026,0.043,pc_intake_klepts,0.12640056022409,"(0.12,0.13]"
facultative,0.03,0.026,0.037,pc_intake_klepts,0.136685503658828,"(0.13,0.14]"
facultative,0.03,0.031,0.033,pc_intake_klepts,0.120837377855433,"(0.12,0.13]"
facultative,0.03,0.023,0.013,pc_intake_klepts,0.100751055764906,"(0.1,0.11]"
facultative,0.03,0.025,0.048,pc_intake_klepts,0.185185185185185,"(0.18,0.19]"
facultative,0.03,0.025,0.017,pc_intake_klepts,0.101235790936872,"(0.1,0.11]"
facultative,0.03,0.03,0.02,pc_intake_klepts,0.115428648289473,"(0.11,0.12]"
facultative,0.03,0.031,0.018,pc_intake_klepts,0.104455445544554,"(0.1,0.11]"
facultative,0.03,0.028,0.026,pc_intake_klepts,0.123001444238902,"(0.12,0.13]"
facultative,0.03,0.03,0.038,pc_intake_klepts,0.114553381490053,"(0.11,0.12]"
facultative,0.03,0.021,0.045,pc_intake_klepts,0.145886615515772,"(0.14,0.15]"
facultative,0.03,0.033,0.033,pc_intake_klepts,0.112127218619313,"(0.11,0.12]"
facultative,0.03,0.009,0.037,pc_intake_klepts,0.155890495612409,"(0.15,0.16]"
facultative,0.03,0.018,0.009,pc_intake_klepts,0.0669671624887873,"(0.06,0.07]"
facultative,0.03,0.001,0.033,pc_intake_klepts,0.291666666666667,"(0.29,0.3]"
facultative,0.03,0,0.028,pc_intake_klepts,0.15327380952381,"(0.15,0.16]"
facultative,0.03,0.034,0.037,pc_intake_klepts,0.13178211572707,"(0.13,0.14]"
facultative,0.03,0.031,0.045,pc_intake_klepts,0.137982915938653,"(0.13,0.14]"
facultative,0.03,0.03,0.026,pc_intake_klepts,0.112316220568574,"(0.11,0.12]"
facultative,0.03,0.03,0.043,pc_intake_klepts,0.154549319727891,"(0.15,0.16]"
facultative,0.03,0.022,0.014,pc_intake_klepts,0.095684511862212,"(0.09,0.1]"
facultative,0.03,0.023,0.041,pc_intake_klepts,0.163668405247353,"(0.16,0.17]"
facultative,0.03,0.008,0.039,pc_intake_klepts,0.142857142857143,"(0.14,0.15]"
facultative,0.03,0.023,0.044,pc_intake_klepts,0.164853801169591,"(0.16,0.17]"
facultative,0.03,0.027,0.021,pc_intake_klepts,0.110994131062661,"(0.11,0.12]"
facultative,0.03,0.013,0.005,pc_intake_klepts,0.0672331387976209,"(0.06,0.07]"
facultative,0.03,0.021,0.041,pc_intake_klepts,0.13178798089284,"(0.13,0.14]"
facultative,0.03,0.026,0.016,pc_intake_klepts,0.101826518721184,"(0.1,0.11]"
facultative,0.03,0.027,0.043,pc_intake_klepts,0.146897344228805,"(0.14,0.15]"
facultative,0.03,0.008,0.04,pc_intake_klepts,0.182641432641433,"(0.18,0.19]"
facultative,0.03,0.006,0.036,pc_intake_klepts,0.205901875901876,"(0.2,0.21]"
facultative,0.03,0.008,0.037,pc_intake_klepts,0.226495726495727,"(0.22,0.23]"
facultative,0.03,0.02,0.007,pc_intake_klepts,0.0513622797153872,"(0.05,0.06]"
facultative,0.03,0.007,0.04,pc_intake_klepts,0.130434782608696,"(0.13,0.14]"
facultative,0.03,0.025,0.007,pc_intake_klepts,0.0183201943576776,"(0.01,0.02]"
facultative,0.03,0.016,0.036,pc_intake_klepts,0.154360308273656,"(0.15,0.16]"
facultative,0.03,0.035,0.032,pc_intake_klepts,0.118886818816954,"(0.11,0.12]"
facultative,0.03,0.036,0.026,pc_intake_klepts,0.114660292626394,"(0.11,0.12]"
facultative,0.03,0.016,0.037,pc_intake_klepts,0.156922494579727,"(0.15,0.16]"
facultative,0.03,0.029,0.028,pc_intake_klepts,0.121090833033421,"(0.12,0.13]"
facultative,0.03,0.014,0.037,pc_intake_klepts,0.157989572983406,"(0.15,0.16]"
facultative,0.03,0.035,0.027,pc_intake_klepts,0.112331666025394,"(0.11,0.12]"
facultative,0.03,0.017,0.038,pc_intake_klepts,0.148579624566467,"(0.14,0.15]"
facultative,0.03,0.029,0.043,pc_intake_klepts,0.134210526315789,"(0.13,0.14]"
facultative,0.03,0.028,0.021,pc_intake_klepts,0.106305999421941,"(0.1,0.11]"
facultative,0.03,0.027,0.031,pc_intake_klepts,0.128403872771366,"(0.12,0.13]"
facultative,0.03,0.032,0.027,pc_intake_klepts,0.122321428571429,"(0.12,0.13]"
facultative,0.03,0.008,0.038,pc_intake_klepts,0.163390313390313,"(0.16,0.17]"
facultative,0.03,0.007,0.037,pc_intake_klepts,0.177632850241546,"(0.17,0.18]"
facultative,0.03,0.018,0.011,pc_intake_klepts,0.0951219452558259,"(0.09,0.1]"
facultative,0.03,0.03,0.012,pc_intake_klepts,0.09375,"(0.09,0.1]"
facultative,0.03,0.011,0.006,pc_intake_klepts,0.0837923871499191,"(0.08,0.09]"
facultative,0.03,0.013,0.04,pc_intake_klepts,0.132194033356824,"(0.13,0.14]"
facultative,0.03,0.013,0.007,pc_intake_klepts,0.0680379722300332,"(0.06,0.07]"
facultative,0.03,0.028,0.029,pc_intake_klepts,0.127689476385129,"(0.12,0.13]"
facultative,0.03,0.014,0.038,pc_intake_klepts,0.145911940870313,"(0.14,0.15]"
facultative,0.03,0.016,0.04,pc_intake_klepts,0.174207933052273,"(0.17,0.18]"
facultative,0.03,0.026,0.042,pc_intake_klepts,0.142590059279526,"(0.14,0.15]"
facultative,0.03,0.025,0.043,pc_intake_klepts,0.142404902657907,"(0.14,0.15]"
facultative,0.03,0.025,0.038,pc_intake_klepts,0.135841018394566,"(0.13,0.14]"
facultative,0.03,0.012,0.008,pc_intake_klepts,0.0883025803118962,"(0.08,0.09]"
facultative,0.03,0.029,0.021,pc_intake_klepts,0.111592035357975,"(0.11,0.12]"
facultative,0.03,0.016,0.039,pc_intake_klepts,0.163698507409199,"(0.16,0.17]"
facultative,0.03,0.029,0.036,pc_intake_klepts,0.134997009797429,"(0.13,0.14]"
facultative,0.03,0.032,0.031,pc_intake_klepts,0.125041243366486,"(0.12,0.13]"
facultative,0.03,0.032,0.029,pc_intake_klepts,0.123183760683761,"(0.12,0.13]"
facultative,0.03,0.027,0.011,pc_intake_klepts,0.0786516853932584,"(0.07,0.08]"
facultative,0.03,0.029,0.01,pc_intake_klepts,0.0860215053763441,"(0.08,0.09]"
facultative,0.03,0.007,0.05,pc_intake_klepts,0.130434782608696,"(0.13,0.14]"
facultative,0.03,0.032,0.033,pc_intake_klepts,0.137941131145015,"(0.13,0.14]"
facultative,0.03,0.008,0.004,pc_intake_klepts,0.066033986797793,"(0.06,0.07]"
facultative,0.03,0.024,0.042,pc_intake_klepts,0.152848031012588,"(0.15,0.16]"
facultative,0.03,0.019,0.044,pc_intake_klepts,0.147540983606557,"(0.14,0.15]"
facultative,0.03,0.039,0.017,pc_intake_klepts,0.047244094488189,"(0.04,0.05]"
facultative,0.03,0.015,0.041,pc_intake_klepts,0.144174336401227,"(0.14,0.15]"
facultative,0.03,0.029,0.019,pc_intake_klepts,0.103178645538578,"(0.1,0.11]"
facultative,0.03,0.011,0.04,pc_intake_klepts,0.173186344238976,"(0.17,0.18]"
facultative,0.03,0.029,0.034,pc_intake_klepts,0.140282704588054,"(0.14,0.15]"
facultative,0.03,0.023,0.014,pc_intake_klepts,0.0929920271148341,"(0.09,0.1]"
facultative,0.03,0.029,0.023,pc_intake_klepts,0.116442203656017,"(0.11,0.12]"
facultative,0.03,0.039,0.033,pc_intake_klepts,0.118110236220472,"(0.11,0.12]"
facultative,0.03,0.028,0.015,pc_intake_klepts,0.101624462494028,"(0.1,0.11]"
facultative,0.03,0.02,0.01,pc_intake_klepts,0.0930286168376428,"(0.09,0.1]"
facultative,0.03,0.029,0.031,pc_intake_klepts,0.128100211254132,"(0.12,0.13]"
facultative,0.03,0.04,0.041,pc_intake_klepts,0.122137404580153,"(0.12,0.13]"
facultative,0.03,0.025,0.013,pc_intake_klepts,0.100887739644214,"(0.1,0.11]"
facultative,0.03,0.006,0.039,pc_intake_klepts,0.175324675324675,"(0.17,0.18]"
facultative,0.03,0.009,0.042,pc_intake_klepts,0.166852057842047,"(0.16,0.17]"
facultative,0.03,0.017,0.044,pc_intake_klepts,0.178597060833903,"(0.17,0.18]"
facultative,0.03,0.032,0.042,pc_intake_klepts,0.115384615384615,"(0.11,0.12]"
facultative,0.03,0.012,0.044,pc_intake_klepts,0.185365853658537,"(0.18,0.19]"
facultative,0.03,0.02,0.009,pc_intake_klepts,0.0728413644116648,"(0.07,0.08]"
facultative,0.03,0.029,0.032,pc_intake_klepts,0.122824216225762,"(0.12,0.13]"
facultative,0.03,0.039,0.032,pc_intake_klepts,0.118110236220472,"(0.11,0.12]"
facultative,0.03,0.031,0.04,pc_intake_klepts,0.134521452145215,"(0.13,0.14]"
facultative,0.03,0.026,0.039,pc_intake_klepts,0.133266200537062,"(0.13,0.14]"
facultative,0.03,0.034,0.023,pc_intake_klepts,0.11159787811164,"(0.11,0.12]"
facultative,0.03,0.03,0.049,pc_intake_klepts,0.153061224489796,"(0.15,0.16]"
facultative,0.03,0.019,0.007,pc_intake_klepts,0.0270692805066153,"(0.02,0.03]"
facultative,0.03,0.008,0.036,pc_intake_klepts,0.178407356532357,"(0.17,0.18]"
facultative,0.03,0.017,0.008,pc_intake_klepts,0.0548572678029384,"(0.05,0.06]"
facultative,0.03,0.004,0.001,pc_intake_klepts,0.0370623504769846,"(0.03,0.04]"
facultative,0.03,0.032,0.026,pc_intake_klepts,0.128391167893595,"(0.12,0.13]"
facultative,0.03,0.033,0.042,pc_intake_klepts,0.148148148148148,"(0.14,0.15]"
facultative,0.03,0.01,0.041,pc_intake_klepts,0.132589285714286,"(0.13,0.14]"
facultative,0.03,0.022,0.01,pc_intake_klepts,0.0880583714744071,"(0.08,0.09]"
facultative,0.03,0.038,0.038,pc_intake_klepts,0.129589562024653,"(0.12,0.13]"
facultative,0.03,0.022,0.044,pc_intake_klepts,0.15367547752267,"(0.15,0.16]"
facultative,0.03,0.006,0.034,pc_intake_klepts,0.190488559059988,"(0.19,0.2]"
facultative,0.03,0.005,0.037,pc_intake_klepts,0.288194444444444,"(0.28,0.29]"
facultative,0.03,0.018,0.047,pc_intake_klepts,0.153831417624521,"(0.15,0.16]"
facultative,0.03,0.027,0.022,pc_intake_klepts,0.123389400048964,"(0.12,0.13]"
facultative,0.03,0.021,0.014,pc_intake_klepts,0.100769584682628,"(0.1,0.11]"
facultative,0.03,0.014,0.043,pc_intake_klepts,0.170212765957447,"(0.17,0.18]"
facultative,0.03,0.009,0.039,pc_intake_klepts,0.202564577926091,"(0.2,0.21]"
facultative,0.03,0.027,0.036,pc_intake_klepts,0.13487180223668,"(0.13,0.14]"
facultative,0.03,0.024,0.044,pc_intake_klepts,0.141076750253965,"(0.14,0.15]"
facultative,0.03,0.022,0.043,pc_intake_klepts,0.157427058546102,"(0.15,0.16]"
facultative,0.03,0.004,0.036,pc_intake_klepts,0.207142857142857,"(0.2,0.21]"
facultative,0.03,0.039,0.04,pc_intake_klepts,0.133858267716535,"(0.13,0.14]"
facultative,0.03,0.019,0.012,pc_intake_klepts,0.0976736084879924,"(0.09,0.1]"
facultative,0.03,0.006,0.041,pc_intake_klepts,0.136363636363636,"(0.13,0.14]"
facultative,0.03,0.01,0.039,pc_intake_klepts,0.215621286393345,"(0.21,0.22]"
facultative,0.03,0.035,0.028,pc_intake_klepts,0.0925322154944885,"(0.09,0.1]"
facultative,0.03,0.033,0.02,pc_intake_klepts,0.106481481481481,"(0.1,0.11]"
facultative,0.03,0.015,0.045,pc_intake_klepts,0.113307823129252,"(0.11,0.12]"
facultative,0.03,0.023,0.043,pc_intake_klepts,0.14402165323218,"(0.14,0.15]"
facultative,0.03,0.015,0.044,pc_intake_klepts,0.16,"(0.15,0.16]"
facultative,0.03,0.003,0.034,pc_intake_klepts,0.23459595959596,"(0.23,0.24]"
facultative,0.03,0.026,0.034,pc_intake_klepts,0.130755651097648,"(0.13,0.14]"
facultative,0.03,0.007,0.003,pc_intake_klepts,0.0482121895604475,"(0.04,0.05]"
facultative,0.03,0.032,0.023,pc_intake_klepts,0.11007326007326,"(0.11,0.12]"
facultative,0.03,0.029,0.045,pc_intake_klepts,0.139784946236559,"(0.13,0.14]"
facultative,0.03,0.029,0.038,pc_intake_klepts,0.133394312823927,"(0.13,0.14]"
facultative,0.03,0.027,0.044,pc_intake_klepts,0.159111455508201,"(0.15,0.16]"
facultative,0.03,0.018,0.042,pc_intake_klepts,0.155367231638418,"(0.15,0.16]"
facultative,0.03,0.036,0.045,pc_intake_klepts,0.146551724137931,"(0.14,0.15]"
facultative,0.03,0.026,0.04,pc_intake_klepts,0.144755227672464,"(0.14,0.15]"
facultative,0.03,0.032,0.036,pc_intake_klepts,0.130924078618253,"(0.13,0.14]"
facultative,0.03,0.026,0.041,pc_intake_klepts,0.152154763714271,"(0.15,0.16]"
facultative,0.03,0.031,0.022,pc_intake_klepts,0.116341972432537,"(0.11,0.12]"
facultative,0.03,0.03,0.022,pc_intake_klepts,0.119515296002515,"(0.11,0.12]"
facultative,0.03,0,0.031,pc_intake_klepts,0.25,"(0.24,0.25]"
facultative,0.03,0.025,0.04,pc_intake_klepts,0.134895153735488,"(0.13,0.14]"
facultative,0.03,0.031,0.021,pc_intake_klepts,0.111826182618262,"(0.11,0.12]"
facultative,0.03,0.026,0.044,pc_intake_klepts,0.14453781512605,"(0.14,0.15]"
facultative,0.03,0.004,0.002,pc_intake_klepts,0.0189324761974335,"(0.01,0.02]"
facultative,0.03,0.024,0.014,pc_intake_klepts,0.0936745216808508,"(0.09,0.1]"
facultative,0.03,0.027,0.017,pc_intake_klepts,0.106259302961163,"(0.1,0.11]"
facultative,0.03,0.029,0.042,pc_intake_klepts,0.143617021276596,"(0.14,0.15]"
facultative,0.03,0.032,0.025,pc_intake_klepts,0.122232150266131,"(0.12,0.13]"
facultative,0.03,0.032,0.041,pc_intake_klepts,0.136675824175824,"(0.13,0.14]"
facultative,0.03,0.014,0.041,pc_intake_klepts,0.160144927536232,"(0.16,0.17]"
facultative,0.03,0.004,0.034,pc_intake_klepts,0.18531746031746,"(0.18,0.19]"
facultative,0.03,0.013,0.047,pc_intake_klepts,0.164728682170543,"(0.16,0.17]"
facultative,0.03,0.033,0.031,pc_intake_klepts,0.114352822424101,"(0.11,0.12]"
facultative,0.03,0.031,0.026,pc_intake_klepts,0.114678056040898,"(0.11,0.12]"
facultative,0.03,0.022,0.013,pc_intake_klepts,0.0940546332512858,"(0.09,0.1]"
facultative,0.03,0.025,0.045,pc_intake_klepts,0.147658837699488,"(0.14,0.15]"
facultative,0.03,0.002,0.035,pc_intake_klepts,0.152777777777778,"(0.15,0.16]"
facultative,0.03,0.025,0.015,pc_intake_klepts,0.0982862146516233,"(0.09,0.1]"
facultative,0.03,0,0.033,pc_intake_klepts,0,
facultative,0.03,0.03,0.029,pc_intake_klepts,0.123274326652456,"(0.12,0.13]"
facultative,0.03,0.029,0.039,pc_intake_klepts,0.1432813760551,"(0.14,0.15]"
facultative,0.03,0.032,0.03,pc_intake_klepts,0.123903469777256,"(0.12,0.13]"
facultative,0.03,0.032,0.021,pc_intake_klepts,0.0943833943833944,"(0.09,0.1]"
facultative,0.03,0.018,0.008,pc_intake_klepts,0.0752814896480881,"(0.07,0.08]"
facultative,0.03,0.034,0.019,pc_intake_klepts,0.0720720720720721,"(0.07,0.08]"
facultative,0.03,0.035,0.044,pc_intake_klepts,0.139740655987796,"(0.13,0.14]"
facultative,0.03,0.001,0.031,pc_intake_klepts,0.263888888888889,"(0.26,0.27]"
facultative,0.03,0.002,0.038,pc_intake_klepts,0.238095238095238,"(0.23,0.24]"
facultative,0.03,0.01,0.004,pc_intake_klepts,0.0576122816863087,"(0.05,0.06]"
facultative,0.03,0.034,0.04,pc_intake_klepts,0.135088048849517,"(0.13,0.14]"
facultative,0.03,0.036,0.03,pc_intake_klepts,0.120021842077657,"(0.12,0.13]"
facultative,0.03,0.009,0.003,pc_intake_klepts,0.0469455605269686,"(0.04,0.05]"
facultative,0.03,0.02,0.045,pc_intake_klepts,0.164682886557887,"(0.16,0.17]"
facultative,0.03,0.029,0.04,pc_intake_klepts,0.128477097188942,"(0.12,0.13]"
facultative,0.03,0.009,0.041,pc_intake_klepts,0.169540229885057,"(0.16,0.17]"
facultative,0.03,0.002,0.033,pc_intake_klepts,0.333333333333333,"(0.33,0.34]"
facultative,0.03,0.003,0.035,pc_intake_klepts,0.272727272727273,"(0.27,0.28]"
facultative,0.03,0.015,0.008,pc_intake_klepts,0.080800809532446,"(0.08,0.09]"
facultative,0.03,0.031,0.017,pc_intake_klepts,0.0837701417200544,"(0.08,0.09]"
facultative,0.03,0.022,0.012,pc_intake_klepts,0.0908386912460727,"(0.09,0.1]"
facultative,0.03,0.02,0.043,pc_intake_klepts,0.151476301476301,"(0.15,0.16]"
facultative,0.03,0.032,0.038,pc_intake_klepts,0.144230769230769,"(0.14,0.15]"
facultative,0.03,0.041,0.036,pc_intake_klepts,0.135822510822511,"(0.13,0.14]"
facultative,0.03,0.028,0.045,pc_intake_klepts,0.159299516908213,"(0.15,0.16]"
facultative,0.03,0.007,0.036,pc_intake_klepts,0.189822463768116,"(0.18,0.19]"
facultative,0.03,0.013,0.006,pc_intake_klepts,0.0731129567198108,"(0.07,0.08]"
facultative,0.03,0.001,0.032,pc_intake_klepts,0.166666666666667,"(0.16,0.17]"
facultative,0.03,0.038,0.016,pc_intake_klepts,0.040650406504065,"(0.04,0.05]"
facultative,0.03,0.048,0.03,pc_intake_klepts,0.0705128205128205,"(0.07,0.08]"
facultative,0.03,0.033,0.028,pc_intake_klepts,0.12759124649052,"(0.12,0.13]"
facultative,0.03,0.019,0.042,pc_intake_klepts,0.14268646526711,"(0.14,0.15]"
facultative,0.03,0.012,0.005,pc_intake_klepts,0.0951699715449279,"(0.09,0.1]"
facultative,0.03,0.002,0.037,pc_intake_klepts,0.111111111111111,"(0.11,0.12]"
facultative,0.03,0.027,0.038,pc_intake_klepts,0.128354487989804,"(0.12,0.13]"
facultative,0.03,0.008,0.042,pc_intake_klepts,0.263532763532764,"(0.26,0.27]"
facultative,0.03,0.025,0.042,pc_intake_klepts,0.142718197894458,"(0.14,0.15]"
facultative,0.03,0.02,0.044,pc_intake_klepts,0.137412587412587,"(0.13,0.14]"
facultative,0.03,0.03,0.016,pc_intake_klepts,0.0974647590995161,"(0.09,0.1]"
facultative,0.03,0.038,0.028,pc_intake_klepts,0.119918699186992,"(0.11,0.12]"
facultative,0.03,0.033,0.029,pc_intake_klepts,0.134397225650973,"(0.13,0.14]"
facultative,0.03,0.015,0.043,pc_intake_klepts,0.175595238095238,"(0.17,0.18]"
facultative,0.03,0.016,0.041,pc_intake_klepts,0.168646634055439,"(0.16,0.17]"
facultative,0.03,0.011,0.043,pc_intake_klepts,0.108108108108108,"(0.1,0.11]"
facultative,0.03,0.021,0.044,pc_intake_klepts,0.181923639020826,"(0.18,0.19]"
facultative,0.03,0.028,0.04,pc_intake_klepts,0.145400895400895,"(0.14,0.15]"
facultative,0.03,0.03,0.019,pc_intake_klepts,0.103455985578132,"(0.1,0.11]"
facultative,0.03,0.032,0.018,pc_intake_klepts,0.116504854368932,"(0.11,0.12]"
facultative,0.03,0.034,0.026,pc_intake_klepts,0.116478697212642,"(0.11,0.12]"
facultative,0.03,0.002,0.036,pc_intake_klepts,0.225694444444444,"(0.22,0.23]"
facultative,0.03,0.012,0.046,pc_intake_klepts,0.184756097560976,"(0.18,0.19]"
facultative,0.03,0.021,0.009,pc_intake_klepts,0.0747037945613028,"(0.07,0.08]"
facultative,0.03,0.03,0.023,pc_intake_klepts,0.115141917869581,"(0.11,0.12]"
facultative,0.03,0.031,0.027,pc_intake_klepts,0.12165620483617,"(0.12,0.13]"
facultative,0.03,0.026,0.015,pc_intake_klepts,0.101668458080907,"(0.1,0.11]"
facultative,0.03,0.01,0.042,pc_intake_klepts,0.172808441558442,"(0.17,0.18]"
facultative,0.03,0.029,0.048,pc_intake_klepts,0.118279569892473,"(0.11,0.12]"
facultative,0.03,0.038,0.033,pc_intake_klepts,0.115627942371439,"(0.11,0.12]"
facultative,0.03,0.041,0.031,pc_intake_klepts,0.12781954887218,"(0.12,0.13]"
facultative,0.03,0.035,0.035,pc_intake_klepts,0.136816679379608,"(0.13,0.14]"
facultative,0.03,0.031,0.046,pc_intake_klepts,0.15,"(0.14,0.15]"
facultative,0.03,0.026,0.017,pc_intake_klepts,0.0721114802510151,"(0.07,0.08]"
facultative,0.03,0.028,0.041,pc_intake_klepts,0.138437649307215,"(0.13,0.14]"
facultative,0.03,0.036,0.034,pc_intake_klepts,0.112068965517241,"(0.11,0.12]"
facultative,0.03,0.014,0.042,pc_intake_klepts,0.16622012083005,"(0.16,0.17]"
facultative,0.03,0.036,0.041,pc_intake_klepts,0.146551724137931,"(0.14,0.15]"
facultative,0.03,0.037,0.026,pc_intake_klepts,0.12396694214876,"(0.12,0.13]"
facultative,0.03,0.021,0.048,pc_intake_klepts,0.185714285714286,"(0.18,0.19]"
facultative,0.03,0.014,0.004,pc_intake_klepts,0.0602656299114732,"(0.06,0.07]"
facultative,0.03,0.034,0.022,pc_intake_klepts,0.122153972153972,"(0.12,0.13]"
facultative,0.03,0.032,0.032,pc_intake_klepts,0.122664835164835,"(0.12,0.13]"
facultative,0.03,0.033,0.027,pc_intake_klepts,0.111853598881901,"(0.11,0.12]"
facultative,0.03,0.01,0.048,pc_intake_klepts,0.176470588235294,"(0.17,0.18]"
facultative,0.03,0.037,0.031,pc_intake_klepts,0.091846656017779,"(0.09,0.1]"
facultative,0.03,0.005,0.043,pc_intake_klepts,0.294117647058824,"(0.29,0.3]"
facultative,0.03,0.027,0.047,pc_intake_klepts,0.123595505617978,"(0.12,0.13]"
facultative,0.03,0.028,0.039,pc_intake_klepts,0.150644122383253,"(0.15,0.16]"
facultative,0.03,0.032,0.028,pc_intake_klepts,0.117826617826618,"(0.11,0.12]"
facultative,0.03,0.021,0.011,pc_intake_klepts,0.0958764665286404,"(0.09,0.1]"
facultative,0.03,0.011,0.003,pc_intake_klepts,0.0545531407796016,"(0.05,0.06]"
facultative,0.03,0.018,0.046,pc_intake_klepts,0.133333333333333,"(0.13,0.14]"
facultative,0.03,0.03,0.042,pc_intake_klepts,0.130670970877156,"(0.13,0.14]"
facultative,0.03,0.03,0.018,pc_intake_klepts,0.10803882237056,"(0.1,0.11]"
facultative,0.03,0.023,0.012,pc_intake_klepts,0.0929590445708867,"(0.09,0.1]"
facultative,0.03,0.035,0.041,pc_intake_klepts,0.130434782608696,"(0.13,0.14]"
facultative,0.03,0.009,0.044,pc_intake_klepts,0.166666666666667,"(0.16,0.17]"
facultative,0.03,0.028,0.017,pc_intake_klepts,0.0738683619118402,"(0.07,0.08]"
facultative,0.03,0,0.012,pc_intake_total,0.0519857089450105,"(0.05,0.06]"
facultative,0.03,0,0.007,pc_intake_total,0.0160741863524905,"(0.01,0.02]"
facultative,0.03,0,0.01,pc_intake_total,0.0343830220257517,"(0.03,0.04]"
facultative,0.03,0,0.011,pc_intake_total,0.0425523999974023,"(0.04,0.05]"
facultative,0.03,0,0.009,pc_intake_total,0.0273950693785341,"(0.02,0.03]"
facultative,0.03,0,0.008,pc_intake_total,0.020872356252115,"(0.02,0.03]"
facultative,0.03,0,0.006,pc_intake_total,0.0104927869626415,"(0.01,0.02]"
facultative,0.03,0,0.005,pc_intake_total,0.00778514862823194,"(0,0.01]"
