sim_type,regrowth,klepts,foragers,variable,value,value_cut
obligate,0.01,0.005,0.006,pc_intake_klepts,0.0134853109916224,"(0.01,0.02]"
obligate,0.01,0.012,0.005,pc_intake_klepts,0.020408127983892,"(0.02,0.03]"
obligate,0.01,0.011,0,pc_intake_klepts,0.000976006992833535,"(0,0.01]"
obligate,0.01,0.008,0,pc_intake_klepts,0.000567044711083238,"(0,0.01]"
obligate,0.01,0.006,0.002,pc_intake_klepts,0.00379033522914964,"(0,0.01]"
obligate,0.01,0.014,0.006,pc_intake_klepts,0.024818889807172,"(0.02,0.03]"
obligate,0.01,0.013,0.005,pc_intake_klepts,0.0212270183528019,"(0.02,0.03]"
obligate,0.01,0.012,0.006,pc_intake_klepts,0.0235802239234619,"(0.02,0.03]"
obligate,0.01,0.013,0.002,pc_intake_klepts,0.0101275207826708,"(0.01,0.02]"
obligate,0.01,0.012,0.001,pc_intake_klepts,0.00491370030085646,"(0,0.01]"
obligate,0.01,0.016,0.001,pc_intake_klepts,0.00784434180359201,"(0,0.01]"
obligate,0.01,0.016,0.002,pc_intake_klepts,0.0124496007636718,"(0.01,0.02]"
obligate,0.01,0.015,0.003,pc_intake_klepts,0.0160462588114212,"(0.01,0.02]"
obligate,0.01,0.009,0.006,pc_intake_klepts,0.0203588531276293,"(0.02,0.03]"
obligate,0.01,0.013,0.004,pc_intake_klepts,0.0183066866518332,"(0.01,0.02]"
obligate,0.01,0.009,0.007,pc_intake_klepts,0.0215826812130719,"(0.02,0.03]"
obligate,0.01,0.012,0.004,pc_intake_klepts,0.0164439183869695,"(0.01,0.02]"
obligate,0.01,0.007,0.005,pc_intake_klepts,0.0130207656395304,"(0.01,0.02]"
obligate,0.01,0.007,0.006,pc_intake_klepts,0.0170608025006715,"(0.01,0.02]"
obligate,0.01,0.017,0.004,pc_intake_klepts,0.020401950870384,"(0.02,0.03]"
obligate,0.01,0.014,0.001,pc_intake_klepts,0.00671288926772153,"(0,0.01]"
obligate,0.01,0.01,0.006,pc_intake_klepts,0.0214063041676883,"(0.02,0.03]"
obligate,0.01,0.011,0.004,pc_intake_klepts,0.0155537194424041,"(0.01,0.02]"
obligate,0.01,0.014,0.004,pc_intake_klepts,0.0187589980677586,"(0.01,0.02]"
obligate,0.01,0.011,0.001,pc_intake_klepts,0.0042594509796059,"(0,0.01]"
obligate,0.01,0.007,0.007,pc_intake_klepts,0.0188280926255803,"(0.01,0.02]"
obligate,0.01,0.012,0.002,pc_intake_klepts,0.00943048396273814,"(0,0.01]"
obligate,0.01,0.005,0,pc_intake_klepts,0.000247346437736729,"(0,0.01]"
obligate,0.01,0.013,0,pc_intake_klepts,0.00111161155593452,"(0,0.01]"
obligate,0.01,0.006,0.006,pc_intake_klepts,0.0151340638916089,"(0.01,0.02]"
obligate,0.01,0.007,0,pc_intake_klepts,0.000488472572427115,"(0,0.01]"
obligate,0.01,0.004,0,pc_intake_klepts,0.000224993052525834,"(0,0.01]"
obligate,0.01,0.024,0.011,pc_intake_klepts,0.0338742721181213,"(0.03,0.04]"
obligate,0.01,0.014,0.003,pc_intake_klepts,0.0151872717902956,"(0.01,0.02]"
obligate,0.01,0.022,0.002,pc_intake_klepts,0.0128327226800315,"(0.01,0.02]"
obligate,0.01,0.002,0.003,pc_intake_klepts,0.00310452181522276,"(0,0.01]"
obligate,0.01,0.004,0.004,pc_intake_klepts,0.00635057230668986,"(0,0.01]"
obligate,0.01,0.003,0.005,pc_intake_klepts,0.00806103557876934,"(0,0.01]"
obligate,0.01,0.005,0.004,pc_intake_klepts,0.00727824040374346,"(0,0.01]"
obligate,0.01,0.003,0.001,pc_intake_klepts,0.000535078860658503,"(0,0.01]"
obligate,0.01,0.003,0,pc_intake_klepts,0.000165852103877001,"(0,0.01]"
obligate,0.01,0.009,0.01,pc_intake_klepts,0.0293158349935871,"(0.02,0.03]"
obligate,0.01,0,0.003,pc_intake_klepts,0.0277777777777778,"(0.02,0.03]"
obligate,0.01,0.005,0.005,pc_intake_klepts,0.00987888140723287,"(0,0.01]"
obligate,0.01,0.011,0.005,pc_intake_klepts,0.0193975305475601,"(0.01,0.02]"
obligate,0.01,0.017,0.002,pc_intake_klepts,0.0134066867674268,"(0.01,0.02]"
obligate,0.01,0.012,0.003,pc_intake_klepts,0.0130024965307741,"(0.01,0.02]"
obligate,0.01,0.017,0,pc_intake_klepts,0.00169579089451837,"(0,0.01]"
obligate,0.01,0.01,0.008,pc_intake_klepts,0.0252414342168509,"(0.02,0.03]"
obligate,0.01,0.002,0.001,pc_intake_klepts,0.000579520911704641,"(0,0.01]"
obligate,0.01,0.003,0.002,pc_intake_klepts,0.00156722555397613,"(0,0.01]"
obligate,0.01,0.017,0.001,pc_intake_klepts,0.00793247102900643,"(0,0.01]"
obligate,0.01,0.013,0.006,pc_intake_klepts,0.0233271999172997,"(0.02,0.03]"
obligate,0.01,0.014,0.005,pc_intake_klepts,0.0219625081809095,"(0.02,0.03]"
obligate,0.01,0.012,0,pc_intake_klepts,0.00109205880143573,"(0,0.01]"
obligate,0.01,0.024,0.004,pc_intake_klepts,0.0201727580493597,"(0.02,0.03]"
obligate,0.01,0.023,0.001,pc_intake_klepts,0.00789990066294221,"(0,0.01]"
obligate,0.01,0.016,0,pc_intake_klepts,0.00196861287388899,"(0,0.01]"
obligate,0.01,0.014,0,pc_intake_klepts,0.001438164750426,"(0,0.01]"
obligate,0.01,0.015,0.007,pc_intake_klepts,0.0280368286778438,"(0.02,0.03]"
obligate,0.01,0.016,0.003,pc_intake_klepts,0.0166232260886159,"(0.01,0.02]"
obligate,0.01,0.012,0.007,pc_intake_klepts,0.0252343933416015,"(0.02,0.03]"
obligate,0.01,0.02,0.005,pc_intake_klepts,0.0230542556895865,"(0.02,0.03]"
obligate,0.01,0.017,0.007,pc_intake_klepts,0.0285199488365456,"(0.02,0.03]"
obligate,0.01,0.01,0.007,pc_intake_klepts,0.0242756979622645,"(0.02,0.03]"
obligate,0.01,0.006,0.007,pc_intake_klepts,0.0176362470077106,"(0.01,0.02]"
obligate,0.01,0.004,0.006,pc_intake_klepts,0.0103453968923804,"(0.01,0.02]"
obligate,0.01,0.015,0.001,pc_intake_klepts,0.0073035080194239,"(0,0.01]"
obligate,0.01,0.011,0.006,pc_intake_klepts,0.0235978162383499,"(0.02,0.03]"
obligate,0.01,0.018,0.001,pc_intake_klepts,0.00820095105073468,"(0,0.01]"
obligate,0.01,0.004,0.005,pc_intake_klepts,0.00955087664415905,"(0,0.01]"
obligate,0.01,0.016,0.009,pc_intake_klepts,0.0309278609165675,"(0.03,0.04]"
obligate,0.01,0.019,0,pc_intake_klepts,0.00194754967414864,"(0,0.01]"
obligate,0.01,0.016,0.005,pc_intake_klepts,0.0228833622060586,"(0.02,0.03]"
obligate,0.01,0.01,0.013,pc_intake_klepts,0.0371439663368284,"(0.03,0.04]"
obligate,0.01,0.007,0.009,pc_intake_klepts,0.0231276892863995,"(0.02,0.03]"
obligate,0.01,0.022,0.001,pc_intake_klepts,0.00804819091987876,"(0,0.01]"
obligate,0.01,0.018,0.002,pc_intake_klepts,0.0133338868050302,"(0.01,0.02]"
obligate,0.01,0.021,0.003,pc_intake_klepts,0.0167615092169719,"(0.01,0.02]"
obligate,0.01,0.005,0.008,pc_intake_klepts,0.0182763197019841,"(0.01,0.02]"
obligate,0.01,0.002,0.004,pc_intake_klepts,0.00327738360049742,"(0,0.01]"
obligate,0.01,0.006,0.014,pc_intake_klepts,0.0163004503913595,"(0.01,0.02]"
obligate,0.01,0.015,0.006,pc_intake_klepts,0.0257884508932201,"(0.02,0.03]"
obligate,0.01,0.011,0.008,pc_intake_klepts,0.028772218460938,"(0.02,0.03]"
obligate,0.01,0.016,0.004,pc_intake_klepts,0.0200318977794006,"(0.02,0.03]"
obligate,0.01,0.02,0.011,pc_intake_klepts,0.0362572421664884,"(0.03,0.04]"
obligate,0.01,0.008,0.008,pc_intake_klepts,0.0230151908041489,"(0.02,0.03]"
obligate,0.01,0.013,0.009,pc_intake_klepts,0.0325974933580504,"(0.03,0.04]"
obligate,0.01,0.018,0.004,pc_intake_klepts,0.0199519204771664,"(0.01,0.02]"
obligate,0.01,0.011,0.009,pc_intake_klepts,0.0288365231179422,"(0.02,0.03]"
obligate,0.01,0.013,0.011,pc_intake_klepts,0.0339501525142215,"(0.03,0.04]"
obligate,0.01,0.019,0.007,pc_intake_klepts,0.0281440834795496,"(0.02,0.03]"
obligate,0.01,0.029,0.004,pc_intake_klepts,0.017836860710877,"(0.01,0.02]"
obligate,0.01,0.017,0.003,pc_intake_klepts,0.0170662002229489,"(0.01,0.02]"
obligate,0.01,0.025,0.003,pc_intake_klepts,0.0153547001223643,"(0.01,0.02]"
obligate,0.01,0.002,0.006,pc_intake_klepts,0.00248287867335486,"(0,0.01]"
obligate,0.01,0.013,0.007,pc_intake_klepts,0.0268771261531716,"(0.02,0.03]"
obligate,0.01,0.003,0.006,pc_intake_klepts,0.0110405249275781,"(0.01,0.02]"
obligate,0.01,0.029,0,pc_intake_klepts,0.00185742539050185,"(0,0.01]"
obligate,0.01,0.038,0.007,pc_intake_klepts,0.0229449279008908,"(0.02,0.03]"
obligate,0.01,0.004,0.008,pc_intake_klepts,0.014366725280038,"(0.01,0.02]"
obligate,0.01,0.009,0.008,pc_intake_klepts,0.024369193818598,"(0.02,0.03]"
obligate,0.01,0.029,0.005,pc_intake_klepts,0.0208346811683303,"(0.02,0.03]"
obligate,0.01,0.025,0.001,pc_intake_klepts,0.00757158804762493,"(0,0.01]"
obligate,0.01,0.014,0.009,pc_intake_klepts,0.0324581380578289,"(0.03,0.04]"
obligate,0.01,0.02,0.007,pc_intake_klepts,0.0282765634803276,"(0.02,0.03]"
obligate,0.01,0.015,0,pc_intake_klepts,0.0015402480988228,"(0,0.01]"
obligate,0.01,0.014,0.007,pc_intake_klepts,0.0275744950975936,"(0.02,0.03]"
obligate,0.01,0.015,0.012,pc_intake_klepts,0.0349958961362323,"(0.03,0.04]"
obligate,0.01,0.008,0.011,pc_intake_klepts,0.0324218623677826,"(0.03,0.04]"
obligate,0.01,0.023,0.009,pc_intake_klepts,0.0307634479880609,"(0.03,0.04]"
obligate,0.01,0.014,0.008,pc_intake_klepts,0.0296765822057055,"(0.02,0.03]"
obligate,0.01,0.025,0.004,pc_intake_klepts,0.0186861781880016,"(0.01,0.02]"
obligate,0.01,0.005,0.01,pc_intake_klepts,0.0211614126115289,"(0.02,0.03]"
obligate,0.01,0.004,0.007,pc_intake_klepts,0.0133823313792258,"(0.01,0.02]"
obligate,0.01,0.019,0.008,pc_intake_klepts,0.0300594218228649,"(0.03,0.04]"
obligate,0.01,0.019,0.001,pc_intake_klepts,0.00867211959514556,"(0,0.01]"
obligate,0.01,0.019,0.003,pc_intake_klepts,0.0167683916505814,"(0.01,0.02]"
obligate,0.01,0.021,0.002,pc_intake_klepts,0.0126931238148798,"(0.01,0.02]"
obligate,0.01,0.002,0,pc_intake_klepts,0,
obligate,0.01,0.011,0.011,pc_intake_klepts,0.0358859430711856,"(0.03,0.04]"
obligate,0.01,0.002,0.007,pc_intake_klepts,0.00296957671957672,"(0,0.01]"
obligate,0.01,0.008,0.013,pc_intake_klepts,0.0293792487673067,"(0.02,0.03]"
obligate,0.01,0.025,0.006,pc_intake_klepts,0.0253768847438533,"(0.02,0.03]"
obligate,0.01,0.028,0.003,pc_intake_klepts,0.0151275837300922,"(0.01,0.02]"
obligate,0.01,0.002,0.008,pc_intake_klepts,0.00595238095238095,"(0,0.01]"
obligate,0.01,0.009,0.011,pc_intake_klepts,0.0310930068494484,"(0.03,0.04]"
obligate,0.01,0.009,0.009,pc_intake_klepts,0.0260228836580092,"(0.02,0.03]"
obligate,0.01,0.006,0.009,pc_intake_klepts,0.0222981469366997,"(0.02,0.03]"
obligate,0.01,0.018,0.005,pc_intake_klepts,0.0239287392590863,"(0.02,0.03]"
obligate,0.01,0.012,0.012,pc_intake_klepts,0.0383829028952863,"(0.03,0.04]"
obligate,0.01,0.01,0.01,pc_intake_klepts,0.030191758688805,"(0.03,0.04]"
obligate,0.01,0.027,0.014,pc_intake_klepts,0.0384042402152308,"(0.03,0.04]"
obligate,0.01,0.016,0.006,pc_intake_klepts,0.0261640948801798,"(0.02,0.03]"
obligate,0.01,0.021,0.007,pc_intake_klepts,0.0277914107733859,"(0.02,0.03]"
obligate,0.01,0.015,0.017,pc_intake_klepts,0.0470846466791845,"(0.04,0.05]"
obligate,0.01,0.015,0.004,pc_intake_klepts,0.0191241131511945,"(0.01,0.02]"
obligate,0.01,0.018,0.007,pc_intake_klepts,0.0283138444456605,"(0.02,0.03]"
obligate,0.01,0.007,0.008,pc_intake_klepts,0.0214246531115466,"(0.02,0.03]"
obligate,0.01,0.008,0.01,pc_intake_klepts,0.027223597469324,"(0.02,0.03]"
obligate,0.01,0.014,0.011,pc_intake_klepts,0.0359431235293499,"(0.03,0.04]"
obligate,0.01,0.023,0.002,pc_intake_klepts,0.0131478051688625,"(0.01,0.02]"
obligate,0.01,0.027,0.003,pc_intake_klepts,0.0157025636668362,"(0.01,0.02]"
obligate,0.01,0.007,0.01,pc_intake_klepts,0.0267211090252408,"(0.02,0.03]"
obligate,0.01,0.02,0.009,pc_intake_klepts,0.0312759603439488,"(0.03,0.04]"
obligate,0.01,0.019,0.005,pc_intake_klepts,0.0226964211415468,"(0.02,0.03]"
obligate,0.01,0.005,0.007,pc_intake_klepts,0.0150509474793945,"(0.01,0.02]"
obligate,0.01,0.026,0.001,pc_intake_klepts,0.00816287250697759,"(0,0.01]"
obligate,0.01,0.021,0,pc_intake_klepts,0.00177542089361968,"(0,0.01]"
obligate,0.01,0.02,0.002,pc_intake_klepts,0.0131623325582291,"(0.01,0.02]"
obligate,0.01,0.054,0.003,pc_intake_klepts,0.010055293385381,"(0.01,0.02]"
obligate,0.01,0.016,0.008,pc_intake_klepts,0.0296484429761503,"(0.02,0.03]"
obligate,0.01,0.001,0,pc_intake_klepts,0,
obligate,0.01,0.01,0.011,pc_intake_klepts,0.0357384139582516,"(0.03,0.04]"
obligate,0.01,0.022,0.003,pc_intake_klepts,0.0167500238405665,"(0.01,0.02]"
obligate,0.01,0.018,0,pc_intake_klepts,0.00174082938122059,"(0,0.01]"
obligate,0.01,0.023,0.005,pc_intake_klepts,0.0225885694060422,"(0.02,0.03]"
obligate,0.01,0.019,0.006,pc_intake_klepts,0.0260479196778818,"(0.02,0.03]"
obligate,0.01,0.03,0.008,pc_intake_klepts,0.0274480994836846,"(0.02,0.03]"
obligate,0.01,0.02,0.006,pc_intake_klepts,0.0255123516059638,"(0.02,0.03]"
obligate,0.01,0.02,0.004,pc_intake_klepts,0.019625424409102,"(0.01,0.02]"
obligate,0.01,0.019,0.012,pc_intake_klepts,0.0378293930250567,"(0.03,0.04]"
obligate,0.01,0.021,0.006,pc_intake_klepts,0.0255198283079915,"(0.02,0.03]"
obligate,0.01,0.046,0.002,pc_intake_klepts,0.00780495194789246,"(0,0.01]"
obligate,0.01,0.007,0.013,pc_intake_klepts,0.0301633463454031,"(0.03,0.04]"
obligate,0.01,0.016,0.01,pc_intake_klepts,0.0346415570380845,"(0.03,0.04]"
obligate,0.01,0.003,0.009,pc_intake_klepts,0.0107419955246042,"(0.01,0.02]"
obligate,0.01,0.018,0.009,pc_intake_klepts,0.0329535973644224,"(0.03,0.04]"
obligate,0.01,0.017,0.008,pc_intake_klepts,0.030908137184453,"(0.03,0.04]"
obligate,0.01,0.015,0.01,pc_intake_klepts,0.0336388245811711,"(0.03,0.04]"
obligate,0.01,0.018,0.008,pc_intake_klepts,0.0311203648477691,"(0.03,0.04]"
obligate,0.01,0.042,0.001,pc_intake_klepts,0.00601724628394556,"(0,0.01]"
obligate,0.01,0.003,0.01,pc_intake_klepts,0.0244309611956671,"(0.02,0.03]"
obligate,0.01,0.001,0.003,pc_intake_klepts,0.00317265795206972,"(0,0.01]"
obligate,0.01,0.02,0.01,pc_intake_klepts,0.0351630525277913,"(0.03,0.04]"
obligate,0.01,0.027,0.008,pc_intake_klepts,0.0268366401956429,"(0.02,0.03]"
obligate,0.01,0.007,0.012,pc_intake_klepts,0.032564739261244,"(0.03,0.04]"
obligate,0.01,0.006,0.008,pc_intake_klepts,0.0194524057043258,"(0.01,0.02]"
obligate,0.01,0.02,0.013,pc_intake_klepts,0.0379584393038923,"(0.03,0.04]"
obligate,0.01,0.035,0.002,pc_intake_klepts,0.0105384613148358,"(0.01,0.02]"
obligate,0.01,0.021,0.004,pc_intake_klepts,0.0197621127637335,"(0.01,0.02]"
obligate,0.01,0.021,0.012,pc_intake_klepts,0.0364349039582011,"(0.03,0.04]"
obligate,0.01,0.013,0.008,pc_intake_klepts,0.0291423694759377,"(0.02,0.03]"
obligate,0.01,0.012,0.008,pc_intake_klepts,0.0287811880939226,"(0.02,0.03]"
obligate,0.01,0.026,0.003,pc_intake_klepts,0.0155171719670055,"(0.01,0.02]"
obligate,0.01,0.022,0.006,pc_intake_klepts,0.0256336927673831,"(0.02,0.03]"
obligate,0.01,0.015,0.011,pc_intake_klepts,0.0353324387224124,"(0.03,0.04]"
obligate,0.01,0.003,0.003,pc_intake_klepts,0.00335205198073367,"(0,0.01]"
obligate,0.01,0.014,0.01,pc_intake_klepts,0.0344971705160392,"(0.03,0.04]"
obligate,0.01,0.024,0.003,pc_intake_klepts,0.0163041089143157,"(0.01,0.02]"
obligate,0.01,0.027,0.004,pc_intake_klepts,0.0184082443759832,"(0.01,0.02]"
obligate,0.01,0.017,0.006,pc_intake_klepts,0.0262434933434952,"(0.02,0.03]"
obligate,0.01,0.026,0.014,pc_intake_klepts,0.0345198060672623,"(0.03,0.04]"
obligate,0.01,0.027,0.002,pc_intake_klepts,0.0118248598963114,"(0.01,0.02]"
obligate,0.01,0.02,0.001,pc_intake_klepts,0.00821701872174073,"(0,0.01]"
obligate,0.01,0.029,0.006,pc_intake_klepts,0.0234745978143147,"(0.02,0.03]"
obligate,0.01,0.038,0.001,pc_intake_klepts,0.00621764897912613,"(0,0.01]"
obligate,0.01,0.024,0.002,pc_intake_klepts,0.0124724132717976,"(0.01,0.02]"
obligate,0.01,0.026,0.002,pc_intake_klepts,0.0117990613954519,"(0.01,0.02]"
obligate,0.01,0.046,0.015,pc_intake_klepts,0.0305152467904146,"(0.03,0.04]"
obligate,0.01,0.039,0.013,pc_intake_klepts,0.0270966322880091,"(0.02,0.03]"
obligate,0.01,0.038,0.002,pc_intake_klepts,0.0101664143394976,"(0.01,0.02]"
obligate,0.01,0.037,0.006,pc_intake_klepts,0.0219309915361752,"(0.02,0.03]"
obligate,0.01,0.025,0.005,pc_intake_klepts,0.0218272488348908,"(0.02,0.03]"
obligate,0.01,0.025,0,pc_intake_klepts,0.00210493654226155,"(0,0.01]"
obligate,0.01,0.005,0.009,pc_intake_klepts,0.0194264947828249,"(0.01,0.02]"
obligate,0.01,0.021,0.005,pc_intake_klepts,0.0229665940203393,"(0.02,0.03]"
obligate,0.01,0.04,0.003,pc_intake_klepts,0.0124715813132057,"(0.01,0.02]"
obligate,0.01,0.022,0.004,pc_intake_klepts,0.0198394015719257,"(0.01,0.02]"
obligate,0.01,0.03,0.004,pc_intake_klepts,0.017867291859065,"(0.01,0.02]"
obligate,0.01,0.02,0.019,pc_intake_klepts,0.0386002880250393,"(0.03,0.04]"
obligate,0.01,0.024,0.012,pc_intake_klepts,0.0354637101682439,"(0.03,0.04]"
obligate,0.01,0.022,0.008,pc_intake_klepts,0.0287889004870111,"(0.02,0.03]"
obligate,0.01,0.021,0.001,pc_intake_klepts,0.00809365199031112,"(0,0.01]"
obligate,0.01,0.023,0.006,pc_intake_klepts,0.0248878542487318,"(0.02,0.03]"
obligate,0.01,0.025,0.012,pc_intake_klepts,0.0362789453356139,"(0.03,0.04]"
obligate,0.01,0.023,0.003,pc_intake_klepts,0.0158226490014541,"(0.01,0.02]"
obligate,0.01,0.03,0.003,pc_intake_klepts,0.0147610778805192,"(0.01,0.02]"
obligate,0.01,0.041,0.006,pc_intake_klepts,0.0200700826267006,"(0.02,0.03]"
obligate,0.01,0.02,0.015,pc_intake_klepts,0.0375174004760179,"(0.03,0.04]"
obligate,0.01,0.019,0.002,pc_intake_klepts,0.0135028294859063,"(0.01,0.02]"
obligate,0.01,0.031,0.007,pc_intake_klepts,0.0254373777081684,"(0.02,0.03]"
obligate,0.01,0.022,0.007,pc_intake_klepts,0.0283899842941429,"(0.02,0.03]"
obligate,0.01,0.011,0.01,pc_intake_klepts,0.0338570415076726,"(0.03,0.04]"
obligate,0.01,0.016,0.007,pc_intake_klepts,0.0289183668614502,"(0.02,0.03]"
obligate,0.01,0.018,0.003,pc_intake_klepts,0.017445365567451,"(0.01,0.02]"
obligate,0.01,0.013,0.01,pc_intake_klepts,0.0329806389316356,"(0.03,0.04]"
obligate,0.01,0.031,0.006,pc_intake_klepts,0.0225190376408969,"(0.02,0.03]"
obligate,0.01,0.012,0.01,pc_intake_klepts,0.033418369244264,"(0.03,0.04]"
obligate,0.01,0.008,0.012,pc_intake_klepts,0.0289010024712639,"(0.02,0.03]"
obligate,0.01,0.029,0.001,pc_intake_klepts,0.00734599616758136,"(0,0.01]"
obligate,0.01,0.033,0.007,pc_intake_klepts,0.0246036644066123,"(0.02,0.03]"
obligate,0.01,0.05,0.008,pc_intake_klepts,0.0217198008150508,"(0.02,0.03]"
obligate,0.01,0.038,0.008,pc_intake_klepts,0.0243155119296684,"(0.02,0.03]"
obligate,0.01,0.033,0.013,pc_intake_klepts,0.0325724524857786,"(0.03,0.04]"
obligate,0.01,0,0.002,pc_intake_klepts,0,
obligate,0.01,0.015,0.008,pc_intake_klepts,0.0300842702554943,"(0.03,0.04]"
obligate,0.01,0.032,0.016,pc_intake_klepts,0.0390662177243315,"(0.03,0.04]"
obligate,0.01,0.064,0.011,pc_intake_klepts,0.0241922083003017,"(0.02,0.03]"
obligate,0.01,0.052,0.003,pc_intake_klepts,0.0107719522331493,"(0.01,0.02]"
obligate,0.01,0.042,0.005,pc_intake_klepts,0.0179328364471388,"(0.01,0.02]"
obligate,0.01,0.024,0.016,pc_intake_klepts,0.0478451537523268,"(0.04,0.05]"
obligate,0.01,0.015,0.009,pc_intake_klepts,0.0317210088048091,"(0.03,0.04]"
obligate,0.01,0.014,0.019,pc_intake_klepts,0.0735505533285367,"(0.07,0.08]"
obligate,0.01,0.033,0.004,pc_intake_klepts,0.0161355983825836,"(0.01,0.02]"
obligate,0.01,0.056,0.016,pc_intake_klepts,0.0244607244607245,"(0.02,0.03]"
obligate,0.01,0.022,0.005,pc_intake_klepts,0.0229269259185138,"(0.02,0.03]"
obligate,0.01,0.043,0.003,pc_intake_klepts,0.0121314518148398,"(0.01,0.02]"
obligate,0.01,0.043,0.009,pc_intake_klepts,0.0244265574699967,"(0.02,0.03]"
obligate,0.01,0.05,0.004,pc_intake_klepts,0.0135208100163048,"(0.01,0.02]"
obligate,0.01,0.02,0.014,pc_intake_klepts,0.0412619230831038,"(0.04,0.05]"
obligate,0.01,0.04,0.002,pc_intake_klepts,0.00895503624144921,"(0,0.01]"
obligate,0.01,0.019,0.004,pc_intake_klepts,0.0205204582544115,"(0.02,0.03]"
obligate,0.01,0.052,0.012,pc_intake_klepts,0.0275255512340514,"(0.02,0.03]"
obligate,0.01,0.02,0,pc_intake_klepts,0.00224759460005478,"(0,0.01]"
obligate,0.01,0.048,0.004,pc_intake_klepts,0.013314210230416,"(0.01,0.02]"
obligate,0.01,0.034,0.003,pc_intake_klepts,0.0139064500935953,"(0.01,0.02]"
obligate,0.01,0.036,0.002,pc_intake_klepts,0.0103794982655008,"(0.01,0.02]"
obligate,0.01,0.034,0.004,pc_intake_klepts,0.0170505432283327,"(0.01,0.02]"
obligate,0.01,0.027,0.001,pc_intake_klepts,0.00798148596687613,"(0,0.01]"
obligate,0.01,0.036,0.003,pc_intake_klepts,0.0130528339858661,"(0.01,0.02]"
obligate,0.01,0.034,0.012,pc_intake_klepts,0.0317832183428514,"(0.03,0.04]"
obligate,0.01,0.077,0.006,pc_intake_klepts,0.014156912793309,"(0.01,0.02]"
obligate,0.01,0.03,0.007,pc_intake_klepts,0.02482889270211,"(0.02,0.03]"
obligate,0.01,0.012,0.011,pc_intake_klepts,0.0364211162202944,"(0.03,0.04]"
obligate,0.01,0.028,0.01,pc_intake_klepts,0.0314157918169044,"(0.03,0.04]"
obligate,0.01,0.024,0.001,pc_intake_klepts,0.00800202639318276,"(0,0.01]"
obligate,0.01,0.038,0.005,pc_intake_klepts,0.0177813028790633,"(0.01,0.02]"
obligate,0.01,0.026,0.004,pc_intake_klepts,0.0185291669432364,"(0.01,0.02]"
obligate,0.01,0.031,0.001,pc_intake_klepts,0.0075299655244724,"(0,0.01]"
obligate,0.01,0.046,0.004,pc_intake_klepts,0.0142205947396803,"(0.01,0.02]"
obligate,0.01,0.033,0.005,pc_intake_klepts,0.0198986796689083,"(0.01,0.02]"
obligate,0.01,0.046,0.014,pc_intake_klepts,0.029637238417999,"(0.02,0.03]"
obligate,0.01,0.03,0.006,pc_intake_klepts,0.0241811041257522,"(0.02,0.03]"
obligate,0.01,0.039,0.001,pc_intake_klepts,0.00701081938023221,"(0,0.01]"
obligate,0.01,0.028,0.001,pc_intake_klepts,0.00726733711916333,"(0,0.01]"
obligate,0.01,0.019,0.011,pc_intake_klepts,0.0353280819195274,"(0.03,0.04]"
obligate,0.01,0.011,0.012,pc_intake_klepts,0.0331464712495414,"(0.03,0.04]"
obligate,0.01,0.024,0,pc_intake_klepts,0.00261717978965194,"(0,0.01]"
obligate,0.01,0.026,0.006,pc_intake_klepts,0.0244941787337194,"(0.02,0.03]"
obligate,0.01,0.026,0.005,pc_intake_klepts,0.021022118857335,"(0.02,0.03]"
obligate,0.01,0.019,0.014,pc_intake_klepts,0.0407492556966163,"(0.04,0.05]"
obligate,0.01,0.024,0.008,pc_intake_klepts,0.0276177783728847,"(0.02,0.03]"
obligate,0.01,0.04,0.005,pc_intake_klepts,0.0172377718977192,"(0.01,0.02]"
obligate,0.01,0.037,0.002,pc_intake_klepts,0.0102241196113624,"(0.01,0.02]"
obligate,0.01,0.02,0.008,pc_intake_klepts,0.0300499228875477,"(0.03,0.04]"
obligate,0.01,0.014,0.018,pc_intake_klepts,0.0445859512361722,"(0.04,0.05]"
obligate,0.01,0.026,0.008,pc_intake_klepts,0.027850595105575,"(0.02,0.03]"
obligate,0.01,0.006,0.011,pc_intake_klepts,0.0271469377852357,"(0.02,0.03]"
obligate,0.01,0.021,0.013,pc_intake_klepts,0.0376662992272008,"(0.03,0.04]"
obligate,0.01,0.031,0.008,pc_intake_klepts,0.0265321903663956,"(0.02,0.03]"
obligate,0.01,0.035,0.004,pc_intake_klepts,0.016564199394994,"(0.01,0.02]"
obligate,0.01,0.017,0.009,pc_intake_klepts,0.0313505439727718,"(0.03,0.04]"
obligate,0.01,0.035,0.015,pc_intake_klepts,0.0351610148588064,"(0.03,0.04]"
obligate,0.01,0.021,0.01,pc_intake_klepts,0.0330924568770418,"(0.03,0.04]"
obligate,0.01,0.064,0.007,pc_intake_klepts,0.015653029947216,"(0.01,0.02]"
obligate,0.01,0.03,0.005,pc_intake_klepts,0.021208893104684,"(0.02,0.03]"
obligate,0.01,0.038,0.014,pc_intake_klepts,0.0370392547517397,"(0.03,0.04]"
obligate,0.01,0.015,0.015,pc_intake_klepts,0.0397753717352807,"(0.03,0.04]"
obligate,0.01,0.024,0.005,pc_intake_klepts,0.022604743469483,"(0.02,0.03]"
obligate,0.01,0.031,0.018,pc_intake_klepts,0.043607667489438,"(0.04,0.05]"
obligate,0.01,0.032,0.005,pc_intake_klepts,0.020809703777925,"(0.02,0.03]"
